Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),TOT-RF (mm),SR (W/mt2),VWS (m/s)
7/1/2023 0:00,19.17916667,42.85416667,16.70104167,14.24236111,30.93854167,26.86982639,11.98496528,0.308125,25.05361111,0.550486111,0.881423611,0.786006944,0.348611111,29.87388889,99.0553125,0.971944444,144.3054167,0.00625,170.6097222,-0.007569444
7/2/2023 0:00,23.90451389,41.45104167,14.50659722,11.78923611,26.29340278,27.0653125,4.773159722,0.280208333,37.34555556,0.543263889,0.892361111,0.803229167,0.359097222,31.43465278,93.6484375,1.325034722,127.5916319,0.0,203.1829861,-0.019618056
7/3/2023 0:00,21.49545455,36.7094697,12.30833333,11.86041667,24.01458333,24.89743056,6.647608696,0.293888889,33.06586806,0.566493056,0.829756944,0.682743056,0.518819444,31.11270833,96.01875,1.120034722,133.064375,0.0,204.521875,-0.024791667
7/4/2023 0:00,8.592105263,32.31666667,17.16284722,14.35104167,31.51354167,27.953125,7.761354167,0.273923611,23.53909722,0.4540625,0.581145833,0.518298611,0.27125,31.09427083,89.52875,1.326770833,144.4006944,0.016666667,213.9600694,0.011319444
7/5/2023 0:00,10.70833333,15.36979167,15.13298611,13.65972222,28.79166667,25.26739583,5.910972222,0.307152778,25.32302083,0.541388889,0.88375,0.804930556,0.367326389,29.39444444,98.010625,1.523819444,166.2727778,0.170833333,204.5545139,0.041770833
7/6/2023 0:00,13.58985507,20.46231884,12.021875,13.97430556,25.990625,24.10263889,7.631742424,0.307604167,23.66951389,0.534131944,0.885208333,0.794166667,0.374722222,28.32263889,99.45715278,1.435486111,149.7177083,0.09375,105.4489583,0.022222222
7/7/2023 0:00,13.05173611,21.00486111,14.79444444,15.24642857,30.05992063,24.84305556,6.974965278,0.342361111,25.99427536,0.539548611,0.885208333,0.771493056,0.371493056,28.78871528,99.45465278,1.221909722,148.3993403,0.054166667,136.7694444,0.029583333
7/8/2023 0:00,10.41909722,24.39756944,19.20486111,13.01631944,32.21875,27.16701389,5.292361111,0.310902778,32.54715278,0.541979167,0.881388889,0.803576389,0.350381944,29.34340278,99.36875,1.432604167,153.3080208,0.177083333,223.7114583,0.024861111
7/9/2023 0:00,17.17777778,38.49131944,27.84513889,12.85729167,40.69965278,32.13628472,5.361527778,0.296944444,37.00767361,0.548993056,0.885104167,0.785902778,0.372916667,30.97354167,93.19524306,0.673402778,129.4685417,0.0,207.3486111,0.011319444
7/10/2023 0:00,19.44236111,41.13020833,23.20416667,14.48680556,37.68055556,28.9728125,5.700104167,0.325347222,34.54034722,0.550555556,0.883993056,0.801111111,0.371944444,30.67902778,98.6371875,0.870555556,152.2758333,0.0,156.3576389,0.001666667
7/11/2023 0:00,16.80454545,32.72386364,16.93863636,21.40265152,38.26060606,29.16809524,5.107159091,0.279927536,22.47166667,0.537916667,0.8803125,0.781944444,0.366840278,30.32527778,99.34770833,1.209201389,139.7361806,0.002083333,159.9788194,-0.017256944
7/12/2023 0:00,19.58194444,34.70069444,18.40486111,14.53993056,32.94895833,27.61569444,3.364652778,0.297048611,11.8676087,0.543888889,0.882777778,0.811041667,0.363229167,29.63878472,98.92708333,1.364722222,139.6627778,0.0625,177.2131944,-0.008090278
7/13/2023 0:00,17.68229167,27.90972222,9.862698413,11.375,21.2452381,33.13738095,3.888854167,0.293541667,23.11090278,0.551458333,0.909513889,0.818854167,0.374826389,30.07572917,98.60864583,0.987708333,144.4232986,0.0,212.6802083,0.008784722
7/14/2023 0:00,20.88958333,39.0,13.734375,14.45868056,28.17916667,44.50555556,5.158645833,0.378888889,33.07493056,0.554756944,0.904131944,0.812326389,0.369895833,29.89951389,99.3790625,0.678993056,175.7669444,0.0125,154.2024306,0.025104167
7/15/2023 0:00,19.87465278,34.84305556,10.821875,14.24270833,25.07395833,37.10541667,3.602777778,0.414965278,27.60850694,0.558472222,0.913368056,0.813819444,0.372361111,28.29371528,99.40267361,1.311979167,184.7644792,0.085416667,169.2170139,0.050763889
7/16/2023 0:00,15.71493056,30.62916667,10.74791667,13.00243056,23.75659722,37.57763889,3.244097222,0.383854167,29.48666667,0.564930556,0.896631944,0.819965278,0.371979167,28.24697917,99.4428125,1.057465278,165.2394444,0.14375,154.2211806,0.017777778
7/17/2023 0:00,17.17708333,26.94270833,8.873263889,15.01284722,23.88194444,34.584375,5.784021739,0.4328125,28.32270833,0.559409722,0.9065625,0.813506944,0.374305556,28.02197917,99.455,1.4259375,156.8283333,0.3625,135.6875,0.045347222
7/18/2023 0:00,17.18541667,32.94861111,9.096875,13.91423611,23.01215278,35.355625,4.381701389,0.401875,29.16340278,0.562986111,0.903263889,0.828263889,0.373333333,29.56236111,99.4084375,1.989861111,156.3001736,0.008333333,216.8666667,0.018819444
7/19/2023 0:00,15.88623188,27.0576087,6.947101449,14.48297101,21.41268116,30.50496377,7.178731884,0.345729167,30.13006944,0.539722222,0.923020833,0.8140625,0.375868056,29.04572917,99.42375,1.961458333,155.9677778,0.05,172.9135417,0.004027778
7/20/2023 0:00,16.83506944,27.05069444,4.198958333,12.04166667,16.24131944,21.38708333,7.161458333,0.171180556,31.94038194,0.562777778,0.903541667,0.830688406,0.3728125,30.05253472,99.04079861,2.937604167,151.2730208,0.0,252.5444444,-0.031701389
7/21/2023 0:00,16.14201389,27.92951389,5.336111111,11.17222222,16.50486111,20.87642361,4.214285714,0.202916667,31.86788194,0.562326389,0.908368056,0.820729167,0.371493056,28.87809028,99.43815972,2.755555556,151.5615972,0.052083333,139.6934028,-0.021180556
7/22/2023 0:00,16.05486111,28.23993056,7.391666667,11.6375,19.03194444,21.2825,5.986284722,0.230763889,28.17743056,0.563506944,0.914895833,0.811805556,0.376145833,28.41826389,99.43993056,2.442951389,150.5244097,0.066666667,129.9559028,-0.014236111
7/23/2023 0:00,15.67604167,25.48506944,9.303125,12.15104167,21.45451389,23.53548611,6.128298611,0.191493056,31.03673611,0.565625,0.911875,0.817847222,0.373368056,29.72659722,97.85770833,1.88625,146.9401042,0.0,221.8100694,-0.006805556
7/24/2023 0:00,15.396875,27.99131944,10.76736111,17.24131944,28.00868056,23.91996528,3.985243056,0.272638889,25.89305556,0.560486111,0.899027778,0.830451389,0.378090278,29.13149306,99.4184375,1.554201389,157.491875,0.135416667,187.0538194,0.017777778
7/25/2023 0:00,15.85606061,28.12954545,10.04393939,15.45606061,25.49772727,23.74458333,6.48,0.277934783,22.55355072,3.096578947,0.948484848,0.624791667,0.573464912,28.33944444,99.3265625,2.056770833,155.7412153,0.25625,183.5427083,-0.009236111
7/26/2023 0:00,8.441666667,26.98993056,8.178819444,14.34861111,22.52534722,22.40371528,5.408333333,0.297118056,20.67430556,1.820869565,0.64192029,0.395253623,0.287753623,28.58329861,99.44322917,2.037881944,154.0183333,0.052083333,162.6510417,0.005868056
7/27/2023 0:00,11.71944444,27.74027778,9.246875,13.64131944,22.87777778,23.47086806,4.312222222,0.284375,24.92302083,1.184861111,1.493333333,0.886180556,0.597986111,29.26090278,99.43072917,1.702465278,149.6539931,0.102083333,211.8211806,0.013645833
7/28/2023 0:00,11.11527778,28.34444444,8.663405797,14.31268116,22.98188406,23.15528986,10.27380435,0.301884058,24.89631944,1.189131944,1.489131944,0.886840278,0.601805556,28.99579861,99.44802083,1.549756944,148.9412153,0.058333333,190.3902778,0.012048611
7/29/2023 0:00,14.66736111,31.33819444,11.52708333,12.74756944,24.27743056,25.54402778,6.599722222,0.374305556,26.47559028,1.192986111,1.494826389,0.891944444,0.603159722,29.009375,99.4521875,1.634201389,151.4673958,0.052083333,132.3996528,0.0284375
7/30/2023 0:00,15.18680556,36.38784722,13.23125,14.14652778,27.36423611,26.90152778,4.256180556,0.363229167,27.14166667,1.190729167,1.478923611,0.895972222,0.596215278,31.05375,97.97885417,1.326041667,187.5100694,0.0,252.3715278,0.01375
7/31/2023 0:00,25.29710145,50.67028986,14.82753623,20.11594203,34.94347826,30.37413043,8.150868056,0.457355072,30.11112319,1.270972222,1.534305556,0.897395833,0.675798611,31.03274306,99.25177083,0.878333333,255.5972569,0.05625,165.8503472,0.037465278
8/1/2023 0:00,16.22048611,32.428125,12.83680556,21.51006944,34.34791667,26.58868056,4.821666667,0.446041667,28.31913043,1.613854167,1.860034722,0.891944444,0.806284722,29.55180556,99.19197917,1.504930556,315.5042361,0.454166667,157.2621528,0.041284722
8/2/2023 0:00,7.976041667,14.19652778,7.312152778,13.49930556,20.81701389,22.17329861,5.557534722,0.275,29.57194444,1.563680556,1.745243056,0.900590278,0.761215278,28.04034722,99.456875,2.179756944,151.8006944,0.464583333,107.2270833,-0.0646875
8/3/2023 0:00,11.26666667,30.16145833,13.34861111,14.69791667,28.04444444,27.2178125,6.005104167,0.285,30.20989583,1.5309375,1.779895833,0.895104167,0.770173611,29.55229167,99.40791667,0.951597222,147.3332986,0.008333333,197.4506944,0.003333333
8/4/2023 0:00,16.90972222,42.846875,10.71458333,17.834375,28.55173611,25.86697917,7.271284722,0.295347222,34.37913194,1.582118056,1.7640625,0.898194444,0.757465278,30.525625,95.66944444,0.688020833,155.4465278,0.0,158.5163194,0.006006944
8/5/2023 0:00,21.13819444,43.80729167,12.20729167,16.77708333,28.97569444,25.99340278,5.158263889,0.319305556,36.28809028,1.511180556,1.776180556,0.890868056,0.747534722,29.9915625,99.288125,0.542916667,195.5786806,0.0,131.1211806,0.012638889
8/6/2023 0:00,26.58263889,43.16493056,14.50763889,15.10625,29.61284722,27.47899306,5.423680556,0.360138889,24.66465278,1.522638889,1.803229167,0.897152778,0.756979167,27.65114583,99.459375,0.620381944,238.9097917,0.14375,91.22361111,0.02875
8/7/2023 0:00,26.30833333,43.23125,16.81805556,18.01666667,34.85104167,28.23427083,4.681701389,0.363784722,20.67336806,1.5534375,1.768472222,0.903819444,0.7875,27.07368056,99.45041667,1.010659722,298.7436458,0.208333333,138.6309028,0.031458333
8/8/2023 0:00,31.49601449,56.62065217,14.58923611,20.74756944,35.34548611,25.90388889,4.901775362,0.4125,23.26061594,1.527708333,1.778923611,0.889097222,0.758645833,27.3828125,99.45552083,0.992881944,284.8805208,0.060416667,164.3708333,0.0409375
8/9/2023 0:00,40.878125,96.61145833,19.89090909,25.15075758,45.02424242,39.76859848,4.023576389,0.360138889,20.88305556,1.533020833,1.790277778,0.889409722,0.7678125,28.94076389,98.94833333,0.605,233.9502083,0.05,144.8607639,0.04125
8/10/2023 0:00,48.25694444,110.4892361,11.94791667,27.75138889,39.696875,37.37791667,3.526701389,0.35826087,21.27479167,1.543611111,1.806770833,0.889548611,0.763784722,28.76173611,99.45371528,0.578645833,216.4304514,0.008333333,106.8288194,0.043611111
8/11/2023 0:00,39.27717391,72.74746377,6.5625,17.54583333,24.09652778,28.70315972,4.454818841,0.237569444,38.29017361,1.672847222,1.882986111,0.902465278,0.755451389,28.46100694,99.29677083,0.660902778,243.5124306,0.045833333,146.2305556,0.034548611
8/12/2023 0:00,35.68993056,60.82326389,14.346875,22.10868056,36.45972222,37.06336806,5.110173611,0.251458333,25.12107639,1.997430556,2.247916667,0.900520833,0.759513889,28.14427083,99.44364583,0.536006944,216.278125,0.064583333,132.6444444,0.033333333
8/13/2023 0:00,29.15138889,55.39201389,15.88055556,20.31145833,36.19409722,39.40649306,4.925659722,0.179270833,29.21590278,2.008923611,2.213784722,0.885763889,0.759722222,28.07052083,99.454375,0.657777778,230.2273958,0.004166667,111.3822917,0.035729167
8/14/2023 0:00,37.08576389,75.16458333,18.04722222,23.59895833,41.64166667,43.51270833,4.275208333,0.161805556,36.4975,2.105902778,2.264097222,0.879097222,0.760659722,29.63565972,93.98711806,0.601319444,236.1239583,0.0,180.6805556,0.032743056
8/15/2023 0:00,45.40868056,81.521875,14.82256944,21.42361111,36.24305556,36.65246528,2.682847222,0.354375,28.86378472,1.99625,2.278159722,0.891527778,0.759409722,29.02986111,98.80034722,0.341319444,182.2133681,0.0625,113.0399306,0.043541667
8/16/2023 0:00,42.20036232,74.2923913,11.97986111,23.10659722,35.07743056,35.18270833,5.883224638,0.38634058,26.09986111,2.037847222,2.215138889,0.896770833,0.765833333,29.01645833,98.3596875,0.680486111,269.3220833,0.285416667,142.0722222,0.042152778
8/17/2023 0:00,31.21875,62.74756944,14.265625,25.03263889,39.29236111,35.41940972,5.939722222,0.580868056,22.246875,2.046180556,2.3003125,0.897395833,0.75375,28.21041667,99.4546875,0.757673611,256.6519792,0.083333333,125.5048611,0.042083333
8/18/2023 0:00,18.29094203,36.24782609,12.10634921,17.18253968,29.28452381,33.68865079,8.253508772,0.358402778,23.96288194,2.017534722,2.232152778,0.896006944,0.755972222,28.66340278,99.45152778,2.111354167,192.0084028,0.029166667,165.4739583,-0.003645833
8/19/2023 0:00,14.45277778,31.09652778,6.495833333,13.79513889,20.28888889,26.37131944,19.04940972,0.261354167,30.45951389,2.047951389,2.185173611,0.889861111,0.761875,29.18888889,99.26354167,1.869548611,149.9827778,0.029166667,206.8454861,-0.006493056
8/20/2023 0:00,22.57083333,61.30694444,8.898611111,11.90451389,20.81319444,30.67451389,9.356006944,0.21875,33.15538194,1.995833333,2.268715278,0.891770833,0.746458333,30.27697917,92.45232639,1.14,144.4616667,0.0,242.8493056,0.017743056
8/21/2023 0:00,16.69021739,48.87463768,7.101449275,12.36449275,19.4557971,28.96068841,4.931413043,0.232118056,32.68625,2.031076389,2.199965278,0.904375,0.755,30.47989583,97.2109375,0.966493056,147.5279861,0.0,240.9444444,0.022291667
8/22/2023 0:00,24.54166667,55.57604167,7.27173913,14.97427536,22.00253623,33.0809058,4.821875,0.275729167,34.65229167,1.986736111,2.238298611,0.903715278,0.763333333,29.76600694,99.44020833,1.047951389,140.0837153,0.0,135.7649306,-0.019652778
8/23/2023 0:00,20.59305556,47.32083333,6.271875,20.18888889,26.459375,34.54534722,3.520625,0.363263889,29.35184028,2.585416667,2.805277778,0.966388889,1.050833333,28.86819444,99.17017361,0.691666667,174.4930208,0.075,108.1225694,0.016944444
8/24/2023 0:00,18.05590278,32.14131944,6.931140351,20.56403509,27.45921053,35.4677193,3.767159091,0.362465278,32.71253968,3.200590278,3.489826389,1.119270833,1.560381944,28.52954861,98.78239583,0.706006944,254.1752431,0.004166667,130.2298611,0.021944444
8/25/2023 0:00,20.95659722,37.71909722,7.805555556,22.27013889,30.07013889,34.44934028,13.50375,0.454895833,17.33309028,3.231631944,3.539965278,1.111458333,1.602986111,25.70520833,97.62447917,0.616979167,247.7619444,0.545833333,47.80138889,0.037083333
8/26/2023 0:00,29.17083333,57.009375,7.942361111,19.44756944,27.39270833,32.94083333,11.60739583,0.5121875,20.02274306,3.092256944,3.496319444,1.124965278,1.538715278,27.92125,99.5003125,0.5775,231.6934722,0.004166667,126.9440972,0.031736111
8/27/2023 0:00,41.91284722,140.2034722,6.639583333,16.39027778,23.02013889,29.893125,15.23482639,0.427951389,37.85732639,3.125486111,3.496875,1.127951389,1.545173611,30.78083333,89.85451389,0.771041667,252.1563889,0.0,219.9100694,0.029201389
8/28/2023 0:00,61.85208333,213.7239583,6.499305556,26.42673611,32.92361111,35.80177083,13.82204861,0.5609375,37.26496528,3.200868056,3.439548611,1.109340278,1.5525,31.57222222,83.89791667,0.757916667,256.0710069,0.0,214.6975694,0.041388889
8/29/2023 0:00,78.85416667,243.2359848,15.94722222,36.86666667,52.80381944,50.63572917,11.381875,0.757681159,26.32663194,3.144965278,3.462604167,1.1015625,1.56,29.70496528,94.35197917,0.3696875,240.4388542,0.064583333,116.9638889,0.0403125
8/30/2023 0:00,77.37777778,189.1885417,12.60674603,42.3031746,54.90515873,50.27337302,14.4059375,0.676736111,27.32444444,3.186597222,3.432118056,1.121631944,1.541145833,31.37586806,84.79677083,0.434097222,256.9112153,0.0,164.4288194,0.050416667
8/31/2023 0:00,63.89618056,147.4847222,6.862152778,26.81145833,33.67777778,34.92746528,18.05256944,0.594340278,32.24930556,4.351944444,4.516111111,1.169722222,1.76875,29.58604167,94.16083333,0.506076389,242.9058333,0.99375,104.9388889,0.041909722
9/1/2023 0:00,60.96423611,127.7291667,5.74375,20.95868056,26.70763889,30.43576389,19.77055556,0.494618056,30.02267361,3.310659722,3.842326389,0.974895833,1.709131944,30.88086806,94.96989583,0.5153125,198.1274306,0.022916667,164.8291667,0.032604167
9/2/2023 0:00,47.32986111,103.3875,6.570486111,23.88263889,30.44479167,32.8971875,16.48996528,0.576770833,27.33256944,3.409583333,3.868020833,0.976354167,1.711006944,28.91375,97.656875,0.470173611,227.2437153,0.43125,100.5947917,0.035729167
9/3/2023 0:00,36.29236111,68.16319444,11.18819444,21.375,32.55798611,35.62413194,6.191493056,0.593715278,26.2571875,3.468229167,3.981666667,0.992361111,1.754652778,29.87020833,93.79166667,1.845763889,192.3064931,0.002083333,171.1052083,0.0353125
9/4/2023 0:00,16.89375,33.40104167,9.402083333,24.08263889,33.30659722,35.74423611,7.746701389,0.522430556,17.65677083,3.403576389,3.956666667,0.988159722,1.746701389,27.53857639,99.50947917,1.021701389,178.9110764,0.3875,96.75138889,0.036076389
9/5/2023 0:00,13.54340278,28.10104167,6.560763889,16.87291667,23.43333333,28.71347222,6.415416667,0.449027778,19.72475694,3.384618056,3.970277778,0.980243056,1.732465278,28.67770833,99.50708333,2.223402778,165.6460417,0.01875,154.7520833,0.01625
9/6/2023 0:00,10.99826389,24.84479167,5.072569444,12.90798611,17.98159722,24.98965278,8.232881944,0.350277778,24.66253472,3.422743056,4.021979167,0.986319444,1.713784722,29.40013889,99.3375,4.003506944,135.5936458,0.004166667,179.8798611,-0.000972222
9/7/2023 0:00,13.77465278,23.22534722,4.40326087,15.93224638,20.33695652,26.13188406,10.85847222,0.345104167,26.14128472,3.407777778,3.910104167,0.965486111,1.716215278,27.60652778,99.5015625,2.463888889,147.1222917,0.208333333,126.51875,0.0059375
9/8/2023 0:00,11.96076389,23.28368056,5.20625,17.80625,22.99479167,28.00861111,10.25520833,0.315520833,24.18166667,3.478923611,3.956736111,0.99375,1.790034722,27.2571875,99.51239583,2.495729167,135.6546875,0.052083333,91.47916667,0.005729167
9/9/2023 0:00,15.92430556,33.65590278,5.221527778,11.02291667,16.24826389,23.99059028,9.965625,0.235520833,25.0578125,3.368194444,3.912083333,0.983958333,1.768402778,29.63614583,98.70388889,1.007986111,148.9191319,0.070833333,221.5208333,0.001666667
9/10/2023 0:00,18.58020833,40.03680556,5.532291667,11.75902778,17.29166667,24.7125,10.80479167,0.253055556,28.08548611,3.45,3.838229167,0.983263889,1.754513889,30.67822917,96.33291667,0.772465278,147.3768056,0.0,193.0409722,0.009236111
9/11/2023 0:00,15.51944444,36.87395833,5.838194444,13.94166667,19.77534722,26.28263889,11.08114583,0.283923611,26.34385417,3.439444444,3.946493056,0.982326389,1.733472222,30.83513889,95.14583333,0.852222222,152.5925,0.0,169.0378472,0.0184375
9/12/2023 0:00,18.24963768,36.48333333,7.480797101,18.61956522,26.09963768,33.28786232,12.62224638,0.487391304,18.63572464,3.446701389,3.8940625,0.978472222,1.713854167,29.02673611,98.21302083,0.733368056,212.3057292,0.275,139.1263889,0.035347222
9/13/2023 0:00,17.6625,35.46354167,2.969444444,19.24027778,21.54444444,27.17479167,17.02315972,0.427222222,21.32684028,3.486770833,3.989097222,0.982430556,1.744201389,28.93868056,99.50302083,1.760729167,192.9332986,0.035416667,181.7461806,-0.01125
9/14/2023 0:00,12.02395833,21.00625,3.395486111,15.45104167,18.83888889,26.04663194,19.87163194,0.381736111,26.74607639,3.478402778,3.943993056,0.984861111,1.676840278,27.54986111,99.51208333,2.432152778,153.9776042,0.15625,74.48784722,-0.028923611
9/15/2023 0:00,16.8625,28.43977273,5.710416667,19.27326389,24.97916667,27.29569444,21.49125,0.429652778,24.94996528,3.441736111,3.819756944,0.982777778,1.699583333,28.23850694,99.500625,1.508888889,152.1373264,0.027083333,111.6427083,0.0171875
9/16/2023 0:00,18.64791667,35.22395833,5.947916667,15.17569444,21.11354167,24.89524306,21.69701389,0.361527778,26.76284722,3.436770833,3.959513889,0.9846875,1.736319444,30.56350694,96.8734375,1.431493056,152.2546181,0.0,232.8677083,0.028090278
9/17/2023 0:00,18.04895833,37.09479167,6.489236111,17.12291667,23.61423611,26.42295139,22.59892361,0.406805556,25.04909722,3.496284722,4.025034722,0.971631944,1.730868056,31.49079861,89.88552083,1.056180556,173.6985417,0.0,244.5086806,0.034826389
9/18/2023 0:00,19.61770833,42.03541667,6.122569444,20.60833333,26.72361111,28.04920139,21.80333333,0.492534722,27.33399306,3.441180556,3.910833333,0.989861111,1.675347222,29.43329861,99.27541667,1.134201389,216.6838542,0.145833333,127.665625,0.034131944
9/19/2023 0:00,12.18541667,17.51666667,5.669097222,16.92256944,22.59166667,25.58017361,21.45208333,0.435173611,21.66208333,3.525659722,3.886631944,0.9740625,1.7259375,28.38236111,99.50395833,1.842048611,185.0829861,0.020833333,174.8697917,0.019861111
9/20/2023 0:00,13.77743056,18.990625,7.037152778,20.50069444,27.54340278,28.7890625,21.040625,0.474791667,19.14829861,3.3790625,3.875729167,0.988229167,1.723576389,27.83614583,99.50979167,0.945173611,192.1715278,0.097916667,79.04895833,0.032708333
9/21/2023 0:00,16.51515152,31.65833333,6.545652174,20.65942029,27.1884058,28.78134058,20.74688406,0.445868056,24.97144928,3.471076389,3.918090278,0.99,1.678020833,27.96048611,99.51263889,2.004444444,140.5303819,0.070833333,75.29548611,0.03
9/22/2023 0:00,15.39479167,38.34027778,6.81875,18.09583333,24.9125,28.32618056,20.16583333,0.3590625,23.51416667,3.765069444,4.364479167,0.971736111,1.727673611,28.47954861,99.51197917,1.631597222,136.5612153,0.19375,102.1663194,0.015659722
9/23/2023 0:00,14.28020833,27.15208333,7.980208333,16.784375,24.76458333,28.61927083,4.519895833,0.361145833,22.71916667,4.644479167,4.873645833,0.9909375,1.738958333,28.96204861,99.50232639,2.288958333,124.5988194,0.177083333,105.009375,0.002152778
9/24/2023 0:00,18.91180556,33.92638889,7.582986111,16.53993056,24.12361111,28.1140625,4.303819444,0.405104167,23.50166667,4.513958333,4.919826389,0.981180556,1.697291667,29.50083333,99.510625,1.157430556,137.8919444,0.11875,98.88645833,0.0196875
9/25/2023 0:00,17.35173611,33.95138889,7.878819444,16.15451389,24.00659722,28.17923611,5.933090278,0.3821875,28.45409722,4.502013889,4.954618056,0.988402778,1.762847222,30.64239583,98.82315972,1.506284722,144.6368403,0.027083333,161.515625,0.027395833
9/26/2023 0:00,21.13224638,38.99891304,7.2,15.27619048,22.48968254,28.22547619,8.252173913,0.333043478,21.34059028,4.400615942,4.800615942,0.980265152,1.670797101,30.86850694,97.08635417,0.751458333,144.7345139,0.0,164.3409722,0.033819444
9/27/2023 0:00,22.07847222,58.10208333,5.763541667,21.08472222,26.83819444,32.69211806,17.34434028,0.388506944,23.11579861,3.943680556,4.895625,0.992326389,1.742013889,30.92395833,93.0190625,0.691145833,183.0258681,0.0,164.8114583,0.040520833
9/28/2023 0:00,37.92536232,78.7942029,8.754710145,28.91485507,37.66811594,31.58550725,15.46865942,0.554201389,25.76452899,4.047777778,4.781388889,0.986215278,1.742430556,31.21805556,97.64833333,0.754027778,258.1858681,0.066666667,128.4447917,0.048611111
9/29/2023 0:00,51.21423611,113.85,13.88090278,33.42083333,47.29930556,22.5703125,14.92597222,0.908923611,17.4759375,3.905972222,4.777291667,0.994861111,1.70625,28.82038194,99.5103125,0.830069444,286.7704861,0.014583333,60.67430556,0.048506944
9/30/2023 0:00,21.62644928,38.74673913,11.05104167,23.49895833,34.54375,21.749375,13.8440625,0.449895833,19.56493056,3.9665625,4.787847222,0.985069444,1.75,26.8896875,99.51729167,1.685486111,225.3915972,0.4875,64.96145833,0.011284722
10/1/2023 0:00,17.43977273,22.92272727,5.165972222,13.89861111,19.06631944,20.69142361,22.096875,0.33,32.62079861,3.9634375,4.885451389,0.975763889,1.716284722,27.65434028,99.50274306,1.682395833,148.9375694,0.0375,107.6184028,0.017951389
10/2/2023 0:00,18.71041667,33.50416667,5.594097222,14.68055556,20.27673611,20.76256944,25.97392361,0.346319444,29.53559028,4.056145833,4.739340278,0.982118056,1.739027778,27.18284722,99.514375,1.160833333,148.94375,0.064583333,91.51944444,0.033194444
10/3/2023 0:00,11.77916667,21.39895833,5.05,17.03715278,22.16909722,24.16246528,28.02055556,0.322326389,31.95121528,3.949722222,4.913541667,0.98,1.733680556,27.3746875,99.51822917,1.832118056,150.8000694,0.291666667,82.82743056,0.022118056
10/4/2023 0:00,14.99492754,27.21811594,3.697348485,18.44621212,22.15,20.74284091,22.18938406,0.377986111,29.42141304,3.925694444,4.851979167,0.996909722,1.734409722,26.4396875,99.5171875,1.401284722,151.8999306,0.491666667,58.071875,0.002847222
10/5/2023 0:00,29.86006944,57.60277778,4.848958333,17.05277778,22.11736111,26.50138889,14.56815972,0.4496875,40.34385417,3.999861111,4.896319444,0.988125,1.700486111,28.175625,99.50645833,0.539305556,151.060625,0.014583333,93.45069444,0.022465278
10/6/2023 0:00,30.87986111,64.66805556,7.902083333,30.571875,38.56736111,41.42024306,10.20850694,0.665486111,28.17951389,3.894583333,4.876944444,0.977361111,1.725104167,28.99159722,99.37402778,0.7721875,299.1402431,0.0,135.540625,0.047083333
10/7/2023 0:00,44.48993056,92.69444444,11.20555556,29.334375,40.53715278,43.7396875,6.917303922,0.724756944,28.30756944,3.944097222,4.85625,0.985833333,1.7121875,29.29885417,96.15885417,0.793506944,305.9822222,0.0,164.503125,0.047395833
10/8/2023 0:00,51.615625,103.5708333,9.447569444,25.73472222,35.203125,39.41291667,8.1515625,0.693958333,35.01760417,3.9553125,4.876145833,0.984479167,1.748854167,30.13017361,91.74479167,0.477916667,228.0253125,0.09375,149.1791667,0.033854167
10/9/2023 0:00,63.39746377,121.5778986,6.554861111,33.96076389,40.51076389,41.54048611,13.80445652,0.669710145,41.41538194,3.933090278,4.795416667,0.986041667,1.7509375,30.84690972,87.3815625,0.576423611,248.2828819,0.002083333,168.1569444,0.040416667
10/10/2023 0:00,68.84409722,149.7447917,10.84861111,39.14618056,50.00173611,48.19413194,19.79538194,0.581006944,44.13291667,3.97375,4.891076389,0.9778125,1.692361111,31.26232639,83.16416667,0.545520833,266.3929861,0.0,190.4059028,0.0434375
10/11/2023 0:00,75.25173611,183.5621528,11.75,50.55625,62.303125,56.40538194,20.77229167,0.696458333,38.88229167,4.013263889,4.826006944,0.977743056,1.721215278,31.68868056,81.32322917,0.562118056,254.0107639,0.0,176.3253472,0.048229167
10/12/2023 0:00,76.53993056,177.8913043,18.50555556,49.64409722,68.14444444,62.52138889,22.995,0.747118056,36.7496875,3.973611111,4.849930556,0.978472222,1.714513889,31.37423611,82.403125,0.3915625,228.6679861,0.0,163.034375,0.043645833
10/13/2023 0:00,64.66041667,148.7892361,15.36701389,52.00520833,67.36944444,60.82423611,16.63746528,0.683159722,37.685625,4.083298611,4.485833333,0.986590909,1.714204545,31.06888889,72.01899306,0.584652778,263.9329861,0.0,176.453125,0.043958333
10/14/2023 0:00,65.64756944,141.7524306,14.23298611,42.48645833,56.72604167,53.70225694,7.268055556,0.653055556,33.23274306,5.421319444,6.036076389,1.130555556,1.831493056,29.52305556,84.02927083,0.403958333,214.0211458,0.0,139.06875,0.033229167
10/15/2023 0:00,67.04756944,150.2583333,6.683680556,37.51597222,44.19131944,42.98569444,12.47354167,0.559409722,54.97607639,5.322673611,6.814861111,1.275486111,2.137951389,30.34142361,74.09458333,0.712083333,287.0566667,0.0,172.4114583,0.049375
